name,date,type,comment,potentials
2011-06-22 New postings for UO2 and MOx,2011-06-22,new posting,New postings for UO2 and MOx,"[{'id': '2009--Tiwary-P-van-de-Walle-A-Gronbech-Jensen-N--UO2', 'key': 'c35b1a42-b554-4d3c-bf7c-df728ca7535a', 'dois': ['10.1103/physrevb.80.174302'], 'elements': ['U', 'O'], 'othername': 'UO2', 'fictional': False}, {'id': '2011--Tiwary-P-Walle-A-Jeon-B-Gronbech-Jensen-N--MOx', 'key': '3319544c-7ad9-414d-80c7-f91f163d0fac', 'dois': ['10.1103/physrevb.83.094104'], 'elements': ['U', 'Pu', 'Np', 'O'], 'othername': 'MOx', 'fictional': False}]"
2011-06-22-New-postings-for-UO2-and-MOx,2011-06-22,new posting,New postings for UO2 and MOx,"[{'id': '2009--Tiwary-P-van-de-Walle-A-Gronbech-Jensen-N--UO2', 'key': 'c35b1a42-b554-4d3c-bf7c-df728ca7535a', 'dois': ['10.1103/physrevb.80.174302'], 'elements': ['U', 'O'], 'othername': 'UO2', 'fictional': False}, {'id': '2011--Tiwary-P-Walle-A-Jeon-B-Gronbech-Jensen-N--MOx', 'key': '3319544c-7ad9-414d-80c7-f91f163d0fac', 'dois': ['10.1103/physrevb.83.094104'], 'elements': ['U', 'Pu', 'Np', 'O'], 'othername': 'MOx', 'fictional': False}]"
2012-01-31 Corrected MOx potential and additional notes,2012-01-31,updated posting,Corrected MOx potential and additional notes,"[{'id': '2009--Tiwary-P-van-de-Walle-A-Gronbech-Jensen-N--UO2', 'key': 'c35b1a42-b554-4d3c-bf7c-df728ca7535a', 'dois': ['10.1103/physrevb.80.174302'], 'elements': ['U', 'O'], 'othername': 'UO2', 'fictional': False}, {'id': '2011--Tiwary-P-Walle-A-Jeon-B-Gronbech-Jensen-N--MOx', 'key': '3319544c-7ad9-414d-80c7-f91f163d0fac', 'dois': ['10.1103/physrevb.83.094104'], 'elements': ['U', 'Pu', 'Np', 'O'], 'othername': 'MOx', 'fictional': False}]"
2012-01-31-Corrected-MOx-potential-and-additional-notes,2012-01-31,updated posting,Corrected MOx potential and additional notes,"[{'id': '2009--Tiwary-P-van-de-Walle-A-Gronbech-Jensen-N--UO2', 'key': 'c35b1a42-b554-4d3c-bf7c-df728ca7535a', 'dois': ['10.1103/physrevb.80.174302'], 'elements': ['U', 'O'], 'othername': 'UO2', 'fictional': False}, {'id': '2011--Tiwary-P-Walle-A-Jeon-B-Gronbech-Jensen-N--MOx', 'key': '3319544c-7ad9-414d-80c7-f91f163d0fac', 'dois': ['10.1103/physrevb.83.094104'], 'elements': ['U', 'Pu', 'Np', 'O'], 'othername': 'MOx', 'fictional': False}]"
2012-04-26 New posting for Al-Mn-Pd,2012-04-26,new posting,New posting for Al-Mn-Pd,"[{'id': '2012--Schopf-D-Brommer-P-Frigan-B-Trebin-H-R--Al-Mn-Pd', 'key': 'bdd76724-0693-4e46-8a9a-39e1bc2204ce', 'dois': ['10.1103/physrevb.85.054201'], 'elements': ['Al', 'Mn', 'Pd'], 'othername': None, 'fictional': False}]"
2012-04-26-New-posting-for-Al-Mn-Pd,2012-04-26,new posting,New posting for Al-Mn-Pd,"[{'id': '2012--Schopf-D-Brommer-P-Frigan-B-Trebin-H-R--Al-Mn-Pd', 'key': 'bdd76724-0693-4e46-8a9a-39e1bc2204ce', 'dois': ['10.1103/physrevb.85.054201'], 'elements': ['Al', 'Mn', 'Pd'], 'othername': None, 'fictional': False}]"
2012-05-11 Updated publication information,2012-05-11,updated posting,Updated publication information,"[{'id': '2010--Mendelev-M-I-Rahman-M-J-Hoyt-J-J-Asta-M--fictional-Al', 'key': 'not-assigned', 'dois': ['10.1088/0965-0393/18/7/074002'], 'elements': ['Al'], 'othername': None, 'fictional': True}]"
2012-05-11-Updated-publication-information,2012-05-11,updated posting,Updated publication information,"[{'id': '2010--Mendelev-M-I-Rahman-M-J-Hoyt-J-J-Asta-M--fictional-Al', 'key': 'not-assigned', 'dois': ['10.1088/0965-0393/18/7/074002'], 'elements': ['Al'], 'othername': None, 'fictional': True}]"
2012-07-06 New posting for Al-Si-Mg-Cu-Fe,2012-07-06,new posting,New posting for Al-Si-Mg-Cu-Fe,"[{'id': '2012--Jelinek-B-Groh-S-Horstemeyer-M-F-et-al--Al-Si-Mg-Cu-Fe', 'key': '1515dd80-1984-49de-bc92-d5724059ff56', 'dois': ['10.1103/physrevb.85.245102'], 'elements': ['Al', 'Si', 'Mg', 'Cu', 'Fe'], 'othername': None, 'fictional': False}]"
2012-07-06-New-posting-for-Al-Si-Mg-Cu-Fe,2012-07-06,new posting,New posting for Al-Si-Mg-Cu-Fe,"[{'id': '2012--Jelinek-B-Groh-S-Horstemeyer-M-F-et-al--Al-Si-Mg-Cu-Fe', 'key': '1515dd80-1984-49de-bc92-d5724059ff56', 'dois': ['10.1103/physrevb.85.245102'], 'elements': ['Al', 'Si', 'Mg', 'Cu', 'Fe'], 'othername': None, 'fictional': False}]"
2012-08-08 New posting for Al,2012-08-08,new posting,New posting for Al,"[{'id': '2000--Sturgeon-J-B-Laird-B-B--Al', 'key': '2f8b74ea-a973-4236-ad16-65e370d4d3a4', 'dois': ['10.1103/physrevb.62.14720'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
2012-08-08-New-posting-for-Al,2012-08-08,new posting,New posting for Al,"[{'id': '2000--Sturgeon-J-B-Laird-B-B--Al', 'key': '2f8b74ea-a973-4236-ad16-65e370d4d3a4', 'dois': ['10.1103/physrevb.62.14720'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
2012-10-22 New posting for Co,2012-10-22,new posting,New posting for Co,"[{'id': '2012--Purja-Pun-G-P-Mishin-Y--Co', 'key': 'a51fd82a-2bb5-4d30-9663-5f730c6fab40', 'dois': ['10.1103/physrevb.86.134116'], 'elements': ['Co'], 'othername': None, 'fictional': False}]"
2012-10-22-New-posting-for-Co,2012-10-22,new posting,New posting for Co,"[{'id': '2012--Purja-Pun-G-P-Mishin-Y--Co', 'key': 'a51fd82a-2bb5-4d30-9663-5f730c6fab40', 'dois': ['10.1103/physrevb.86.134116'], 'elements': ['Co'], 'othername': None, 'fictional': False}]"
2012-10-29 Updated publication information,2012-10-29,updated posting,Updated publication information,"[{'id': '2012--Purja-Pun-G-P-Mishin-Y--Co', 'key': 'a51fd82a-2bb5-4d30-9663-5f730c6fab40', 'dois': ['10.1103/physrevb.86.134116'], 'elements': ['Co'], 'othername': None, 'fictional': False}]"
2012-10-29-Updated-publication-information,2012-10-29,updated posting,Updated publication information,"[{'id': '2012--Purja-Pun-G-P-Mishin-Y--Co', 'key': 'a51fd82a-2bb5-4d30-9663-5f730c6fab40', 'dois': ['10.1103/physrevb.86.134116'], 'elements': ['Co'], 'othername': None, 'fictional': False}]"
2013-01-18 New posting for U,2013-01-18,new posting,New posting for U,"[{'id': '2011--Smirnova-D-E-Starikov-S-V-Stegailov-V-V--U', 'key': '8ae19224-1890-4eb8-ae50-67c5cf76af98', 'dois': ['10.1088/0953-8984/24/1/015702'], 'elements': ['U'], 'othername': None, 'fictional': False}]"
2013-01-18-New-posting-for-U,2013-01-18,new posting,New posting for U,"[{'id': '2011--Smirnova-D-E-Starikov-S-V-Stegailov-V-V--U', 'key': '8ae19224-1890-4eb8-ae50-67c5cf76af98', 'dois': ['10.1088/0953-8984/24/1/015702'], 'elements': ['U'], 'othername': None, 'fictional': False}]"
2013-03-14 New posting for U-Mo-Xe,2013-03-14,new posting,New posting for U-Mo-Xe,"[{'id': '2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe', 'key': 'fc5a9a34-b8be-4935-aa63-aa02a15d93b8', 'dois': ['10.1088/0965-0393/21/3/035011'], 'elements': ['U', 'Mo', 'Xe'], 'othername': None, 'fictional': False}]"
2013-03-14-New-posting-for-U-Mo-Xe,2013-03-14,new posting,New posting for U-Mo-Xe,"[{'id': '2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe', 'key': 'fc5a9a34-b8be-4935-aa63-aa02a15d93b8', 'dois': ['10.1088/0965-0393/21/3/035011'], 'elements': ['U', 'Mo', 'Xe'], 'othername': None, 'fictional': False}]"
2013-05-31 Updated publication information,2013-05-31,updated posting,Updated publication information,"[{'id': '2012--Mendelev-M-I-Kramer-M-J-Hao-S-G-et-al--Ni-Zr', 'key': '2d5b5a05-a57f-4986-95ea-c5940c51d4d7', 'dois': ['10.1080/14786435.2012.712220'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2013-05-31-Updated-publication-information,2013-05-31,updated posting,Updated publication information,"[{'id': '2012--Mendelev-M-I-Kramer-M-J-Hao-S-G-et-al--Ni-Zr', 'key': '2d5b5a05-a57f-4986-95ea-c5940c51d4d7', 'dois': ['10.1080/14786435.2012.712220'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2013-07-06 New posting for AgTaO3,2013-07-06,new posting,New posting for AgTaO3,"[{'id': '2013--Gao-H-Otero-de-la-Roza-A-Aouadi-S-M-et-al--AgTaO3', 'key': 'fe333ad8-fd35-4b4d-9eb2-e293806c4d02', 'dois': ['10.1088/0965-0393/21/5/055002'], 'elements': ['Ag', 'Ta', 'O'], 'othername': 'AgTaO3', 'fictional': False}]"
2013-07-06-New-posting-for-AgTaO3,2013-07-06,new posting,New posting for AgTaO3,"[{'id': '2013--Gao-H-Otero-de-la-Roza-A-Aouadi-S-M-et-al--AgTaO3', 'key': 'fe333ad8-fd35-4b4d-9eb2-e293806c4d02', 'dois': ['10.1088/0965-0393/21/5/055002'], 'elements': ['Ag', 'Ta', 'O'], 'othername': 'AgTaO3', 'fictional': False}]"
2013-09-11 New posting for Zn-Cd-Hg-S-Se-Te II-VI semiconductor compounds,2013-09-11,new posting,New posting for Zn-Cd-Hg-S-Se-Te II-VI semiconductor compounds,"[{'id': '2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te', 'key': '95fe0b68-f5a1-4bb6-9a11-f446b361d12b', 'dois': ['10.1103/physrevb.88.085309'], 'elements': ['Zn', 'Cd', 'Hg', 'S', 'Se', 'Te'], 'othername': None, 'fictional': False}]"
2013-09-11-New-posting-for-Zn-Cd-Hg-S-Se-Te-II-VI-semiconductor-compounds,2013-09-11,new posting,New posting for Zn-Cd-Hg-S-Se-Te II-VI semiconductor compounds,"[{'id': '2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te', 'key': '95fe0b68-f5a1-4bb6-9a11-f446b361d12b', 'dois': ['10.1103/physrevb.88.085309'], 'elements': ['Zn', 'Cd', 'Hg', 'S', 'Se', 'Te'], 'othername': None, 'fictional': False}]"
2014-01-08 New posting for Fe-Ni-Cr for dislocations,2014-01-08,new posting,New posting for Fe-Ni-Cr for dislocations,"[{'id': '2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr', 'key': '17676f3f-5287-4bb9-892a-0bfe9b1fb160', 'dois': ['10.1088/0965-0393/19/8/085008'], 'elements': ['Fe', 'Ni', 'Cr'], 'othername': None, 'fictional': False}]"
2014-01-08-New-posting-for-Fe-Ni-Cr-for-dislocations,2014-01-08,new posting,New posting for Fe-Ni-Cr for dislocations,"[{'id': '2011--Bonny-G-Terentyev-D-Pasianot-R-C-et-al--Fe-Ni-Cr', 'key': '17676f3f-5287-4bb9-892a-0bfe9b1fb160', 'dois': ['10.1088/0965-0393/19/8/085008'], 'elements': ['Fe', 'Ni', 'Cr'], 'othername': None, 'fictional': False}]"
2014-01-17 New postings for Ni-Al-Co and the related binaries Al-Co and Co-Ni,2014-01-17,new posting,New postings for Ni-Al-Co and the related binaries Al-Co and Co-Ni,"[{'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Al-Co', 'key': '0f6e3cef-c588-4dcb-a0a6-66878f64ac50', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Ni', 'Al', 'Co'], 'othername': None, 'fictional': False}, {'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Al-Co', 'key': '71b03297-b66d-4efd-9502-02cf83d9dc38', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Al', 'Co'], 'othername': None, 'fictional': False}, {'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Co', 'key': '20fa46b5-6b6f-4e6e-9400-66edb643c679', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Ni', 'Co'], 'othername': None, 'fictional': False}]"
2014-01-17 Updated comments to note error in Ta elastic constants,2014-01-17,updated posting,Updated comments to note error in Ta elastic constants,"[{'id': '2008--Hashibon-A-Lozovoi-A-Y-Mishin-Y-et-al--Cu-Ta', 'key': '40679d21-487e-4b95-b5c3-16e137083ab2', 'dois': ['10.1103/physrevb.77.094131'], 'elements': ['Cu', 'Ta'], 'othername': None, 'fictional': False}]"
2014-01-17-New-postings-for-Ni-Al-Co-and-the-related-binaries-Al-Co-and-Co-Ni,2014-01-17,new posting,New postings for Ni-Al-Co and the related binaries Al-Co and Co-Ni,"[{'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Al-Co', 'key': '0f6e3cef-c588-4dcb-a0a6-66878f64ac50', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Ni', 'Al', 'Co'], 'othername': None, 'fictional': False}, {'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Al-Co', 'key': '71b03297-b66d-4efd-9502-02cf83d9dc38', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Al', 'Co'], 'othername': None, 'fictional': False}, {'id': '2015--Purja-Pun-G-P-Yamakov-V-Mishin-Y--Ni-Co', 'key': '20fa46b5-6b6f-4e6e-9400-66edb643c679', 'dois': ['10.1088/0965-0393/23/6/065006'], 'elements': ['Ni', 'Co'], 'othername': None, 'fictional': False}]"
2014-01-17-Updated-comments-to-note-error-in-Ta-elastic-constants,2014-01-17,updated posting,Updated comments to note error in Ta elastic constants,"[{'id': '2008--Hashibon-A-Lozovoi-A-Y-Mishin-Y-et-al--Cu-Ta', 'key': '40679d21-487e-4b95-b5c3-16e137083ab2', 'dois': ['10.1103/physrevb.77.094131'], 'elements': ['Cu', 'Ta'], 'othername': None, 'fictional': False}]"
2014-01-24 New posting for Fe-Ni-Cr for point defects,2014-01-24,new posting,New posting for Fe-Ni-Cr for point defects,"[{'id': '2013--Bonny-G-Castin-N-Terentyev-D--Fe-Ni-Cr', 'key': 'e30ac130-16af-4ca8-8685-eacbd145578d', 'dois': ['10.1088/0965-0393/21/8/085004'], 'elements': ['Fe', 'Ni', 'Cr'], 'othername': None, 'fictional': False}]"
2014-01-24 New posting for W,2014-01-24,new posting,New posting for W,"[{'id': '2013--Wang-J-Zhou-Y-L-Li-M-Hou-Q--W', 'key': '98c08cee-aec1-4cbc-ae41-db1ea21be551', 'dois': ['10.1088/0965-0393/22/1/015004'], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2014-01-24-New-posting-for-Fe-Ni-Cr-for-point-defects,2014-01-24,new posting,New posting for Fe-Ni-Cr for point defects,"[{'id': '2013--Bonny-G-Castin-N-Terentyev-D--Fe-Ni-Cr', 'key': 'e30ac130-16af-4ca8-8685-eacbd145578d', 'dois': ['10.1088/0965-0393/21/8/085004'], 'elements': ['Fe', 'Ni', 'Cr'], 'othername': None, 'fictional': False}]"
2014-01-24-New-posting-for-W,2014-01-24,new posting,New posting for W,"[{'id': '2013--Wang-J-Zhou-Y-L-Li-M-Hou-Q--W', 'key': '98c08cee-aec1-4cbc-ae41-db1ea21be551', 'dois': ['10.1088/0965-0393/22/1/015004'], 'elements': ['W'], 'othername': None, 'fictional': False}]"
2014-02-15 New postings for Ta,2014-02-15,new posting,New postings for Ta,"[{'id': '2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1', 'key': '90f90347-9851-4950-9776-f32583162b20', 'dois': ['10.1103/physrevb.88.134101'], 'elements': ['Ta'], 'othername': None, 'fictional': False}, {'id': '2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2', 'key': 'f6dc059a-6c4a-442b-8190-e364f45a0f5a', 'dois': ['10.1103/physrevb.88.134101'], 'elements': ['Ta'], 'othername': None, 'fictional': False}]"
2014-02-15-New-postings-for-Ta,2014-02-15,new posting,New postings for Ta,"[{'id': '2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1', 'key': '90f90347-9851-4950-9776-f32583162b20', 'dois': ['10.1103/physrevb.88.134101'], 'elements': ['Ta'], 'othername': None, 'fictional': False}, {'id': '2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2', 'key': 'f6dc059a-6c4a-442b-8190-e364f45a0f5a', 'dois': ['10.1103/physrevb.88.134101'], 'elements': ['Ta'], 'othername': None, 'fictional': False}]"
2014-04-09 New postings for Pd-Ag-H,2014-04-09,new posting,New postings for Pd-Ag-H,"[{'id': '2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Hybrid', 'key': '41f2bbbd-bc48-420e-8c2b-6bec9cf00afc', 'dois': ['10.1088/0965-0393/21/4/045005'], 'elements': ['Pd', 'Ag', 'H'], 'othername': None, 'fictional': False}, {'id': '2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse', 'key': 'abef3818-788d-4173-aa8d-62265deeec2b', 'dois': ['10.1088/0965-0393/21/4/045005'], 'elements': ['Pd', 'Ag', 'H'], 'othername': None, 'fictional': False}]"
2014-04-09-New-postings-for-Pd-Ag-H,2014-04-09,new posting,New postings for Pd-Ag-H,"[{'id': '2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Hybrid', 'key': '41f2bbbd-bc48-420e-8c2b-6bec9cf00afc', 'dois': ['10.1088/0965-0393/21/4/045005'], 'elements': ['Pd', 'Ag', 'H'], 'othername': None, 'fictional': False}, {'id': '2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse', 'key': 'abef3818-788d-4173-aa8d-62265deeec2b', 'dois': ['10.1088/0965-0393/21/4/045005'], 'elements': ['Pd', 'Ag', 'H'], 'othername': None, 'fictional': False}]"
2014-04-28 New posting for Fe-C,2014-04-28,new posting,New posting for Fe-C,"[{'id': '2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C', 'key': 'b56ae75c-6690-49f2-b4ae-150a9893e3a3', 'dois': ['10.1103/physrevb.89.094102'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-04-28-New-posting-for-Fe-C,2014-04-28,new posting,New posting for Fe-C,"[{'id': '2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C', 'key': 'b56ae75c-6690-49f2-b4ae-150a9893e3a3', 'dois': ['10.1103/physrevb.89.094102'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-05-02 New posting for Mo,2014-05-02,new posting,New posting for Mo,"[{'id': '2012--Park-H-Fellinger-M-R-Lenosky-T-J-et-al--Mo', 'key': '522a71ba-bcde-4014-9b84-0b92a28efbc1', 'dois': ['10.1103/physrevb.85.214121'], 'elements': ['Mo'], 'othername': None, 'fictional': False}]"
2014-05-02-New-posting-for-Mo,2014-05-02,new posting,New posting for Mo,"[{'id': '2012--Park-H-Fellinger-M-R-Lenosky-T-J-et-al--Mo', 'key': '522a71ba-bcde-4014-9b84-0b92a28efbc1', 'dois': ['10.1103/physrevb.85.214121'], 'elements': ['Mo'], 'othername': None, 'fictional': False}]"
2014-05-28-Added-links-to-Byeong-Joo-Lee's-2NN-MEAM-web-page-and-Howard-Sheng's-EAM-page-to-the-list,2014-05-28,site change,"Added links to Byeong-Joo Lee's 2NN MEAM web page and Howard Sheng's EAM page to the <a href=""resources.html"">list of external resources</a>",[]
2014-07-01 New posting for Nb-Ti-Al,2014-07-01,new posting,New posting for Nb-Ti-Al,"[{'id': '1996--Farkas-D-Jones-C--Nb-Ti-Al', 'key': '0856888b-57ec-4005-828d-d1b0c331f120', 'dois': ['10.1088/0965-0393/4/1/004'], 'elements': ['Nb', 'Ti', 'Al'], 'othername': None, 'fictional': False}]"
2014-07-01-New-posting-for-Nb-Ti-Al,2014-07-01,new posting,New posting for Nb-Ti-Al,"[{'id': '1996--Farkas-D-Jones-C--Nb-Ti-Al', 'key': '0856888b-57ec-4005-828d-d1b0c331f120', 'dois': ['10.1088/0965-0393/4/1/004'], 'elements': ['Nb', 'Ti', 'Al'], 'othername': None, 'fictional': False}]"
2014-07-02 New posting for C-H saturated hydrocarbons,2014-07-02,new posting,New posting for C-H saturated hydrocarbons,"[{'id': '2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH', 'key': '91ffec63-8483-445c-b807-7a04d4ecf632', 'dois': ['10.1039/c4cp00027g'], 'elements': ['C', 'H'], 'othername': 'CH', 'fictional': False}]"
2014-07-02 New posting for Ni-Zr,2014-07-02,new posting,New posting for Ni-Zr,"[{'id': '2015--Wilson-S-R-Mendelev-M-I--Ni-Zr', 'key': 'ee7b64fc-4e6e-4b43-8de1-082b8f85bd91', 'dois': ['10.1080/14786435.2014.995742'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2014-07-02-New-posting-for-C-H-saturated-hydrocarbons,2014-07-02,new posting,New posting for C-H saturated hydrocarbons,"[{'id': '2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH', 'key': '91ffec63-8483-445c-b807-7a04d4ecf632', 'dois': ['10.1039/c4cp00027g'], 'elements': ['C', 'H'], 'othername': 'CH', 'fictional': False}]"
2014-07-02-New-posting-for-Ni-Zr,2014-07-02,new posting,New posting for Ni-Zr,"[{'id': '2015--Wilson-S-R-Mendelev-M-I--Ni-Zr', 'key': 'ee7b64fc-4e6e-4b43-8de1-082b8f85bd91', 'dois': ['10.1080/14786435.2014.995742'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2014-07-08 New posting for Fe-C,2014-07-08,new posting,New posting for Fe-C,"[{'id': '2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C', 'key': '5eaad52e-ca4d-4859-b01b-13f70c3c6b54', 'dois': ['10.1088/0953-8984/25/44/445401'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-07-08-New-posting-for-Fe-C,2014-07-08,new posting,New posting for Fe-C,"[{'id': '2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C', 'key': '5eaad52e-ca4d-4859-b01b-13f70c3c6b54', 'dois': ['10.1088/0953-8984/25/44/445401'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-07-28 Added additional files,2014-07-28,updated posting,Added additional files,"[{'id': '2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C', 'key': '5eaad52e-ca4d-4859-b01b-13f70c3c6b54', 'dois': ['10.1088/0953-8984/25/44/445401'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-07-28-Added-additional-files,2014-07-28,updated posting,Added additional files,"[{'id': '2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C', 'key': '5eaad52e-ca4d-4859-b01b-13f70c3c6b54', 'dois': ['10.1088/0953-8984/25/44/445401'], 'elements': ['Fe', 'C'], 'othername': None, 'fictional': False}]"
2014-10-24 Added additional files,2014-10-24,new posting,Added additional files,"[{'id': '2015--Mendelev-M-I-Zhang-F-Ye-Z-et-al--Al-Sm', 'key': '82be9397-2466-47ee-89d5-6f8b55dd7b5d', 'dois': ['10.1088/0965-0393/23/4/045013'], 'elements': ['Al', 'Sm'], 'othername': None, 'fictional': False}]"
2014-10-24-Added-additional-files,2014-10-24,new posting,Added additional files,"[{'id': '2015--Mendelev-M-I-Zhang-F-Ye-Z-et-al--Al-Sm', 'key': '82be9397-2466-47ee-89d5-6f8b55dd7b5d', 'dois': ['10.1088/0965-0393/23/4/045013'], 'elements': ['Al', 'Sm'], 'othername': None, 'fictional': False}]"
2014-11-17 New posting for Na,2014-11-17,new posting,New posting for Na,"[{'id': '2015--Wilson-S-R-Gunawardana-K-G-S-H-Mendelev-M-I--Na', 'key': '5f0a7080-5a72-49a2-885e-8083f47a144b', 'dois': ['10.1063/1.4916741'], 'elements': ['Na'], 'othername': None, 'fictional': False}]"
2014-11-17 Updated comments,2014-11-17,updated posting,Updated comments,"[{'id': '2015--Wilson-S-R-Mendelev-M-I--Ni-Zr', 'key': 'ee7b64fc-4e6e-4b43-8de1-082b8f85bd91', 'dois': ['10.1080/14786435.2014.995742'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2014-11-17-New-posting-for-Na,2014-11-17,new posting,New posting for Na,"[{'id': '2015--Wilson-S-R-Gunawardana-K-G-S-H-Mendelev-M-I--Na', 'key': '5f0a7080-5a72-49a2-885e-8083f47a144b', 'dois': ['10.1063/1.4916741'], 'elements': ['Na'], 'othername': None, 'fictional': False}]"
2014-11-17-Updated-comments,2014-11-17,updated posting,Updated comments,"[{'id': '2015--Wilson-S-R-Mendelev-M-I--Ni-Zr', 'key': 'ee7b64fc-4e6e-4b43-8de1-082b8f85bd91', 'dois': ['10.1080/14786435.2014.995742'], 'elements': ['Ni', 'Zr'], 'othername': None, 'fictional': False}]"
2014-11-24 New postings for fictional Cu,2014-11-24,new posting,New postings for fictional Cu,"[{'id': '2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu', 'key': 'f368fc57-bb04-4d27-82ad-b4b408fcfa52', 'dois': ['10.1088/0965-0393/23/5/055003'], 'elements': ['Cu'], 'othername': None, 'fictional': True}]"
2014-11-24-New-postings-for-fictional-Cu,2014-11-24,new posting,New postings for fictional Cu,"[{'id': '2015--Borovikov-V-Mendelev-M-I-King-A-H-LeSar-R--fictional-Cu', 'key': 'f368fc57-bb04-4d27-82ad-b4b408fcfa52', 'dois': ['10.1088/0965-0393/23/5/055003'], 'elements': ['Cu'], 'othername': None, 'fictional': True}]"
